user,event_name,error_code
exfil_65,s3:GetObject,
exfil_106,s3:GetObject,
user_272,ec2:DescribeInstances,
attacker_2,iam:CreateUser,AccessDenied
exfil_128,s3:GetObject,
exfil_140,s3:GetObject,
user_95,rds:DescribeDBInstances,
user_201,iam:ListUsers,
exfil_58,s3:GetObject,
exfil_47,s3:GetObject,
user_393,iam:ListUsers,None
user_355,sts:GetCallerIdentity,
user_70,lambda:ListFunctions,
user_43,cloudwatch:GetMetricData,
user_185,s3:ListBucket,
attacker_195,s3:DeleteObject,
user_222,rds:DescribeDBInstances,
user_14,ec2:DescribeSecurityGroups,
user_93,iam:GetUser,
exfil_119,s3:GetObject,
user_40,ec2:DescribeInstances,
exfil_93,s3:GetObject,
user_65,ec2:DescribeSecurityGroups,
user_231,ec2:DescribeSecurityGroups,None
user_282,s3:GetObject,
user_65,cloudwatch:GetMetricData,
exfil_146,s3:GetObject,
attacker_64,iam:AttachUserPolicy,AccessDenied
attacker_299,iam:DeleteRole,
suspicious_72,s3:PutObject,AccessDenied
exfil_104,s3:GetObject,
suspicious_44,ec2:DescribeSecurityGroups,AccessDenied
attacker_125,s3:DeleteObject,
user_35,iam:GetUser,
attacker_204,iam:DeleteUser,
attacker_46,iam:CreateUser,AccessDenied
exfil_193,s3:GetObject,
exfil_17,s3:GetObject,
exfil_71,s3:GetObject,
user_267,ec2:DescribeInstances,None
suspicious_89,iam:AttachUserPolicy,
exfil_162,s3:GetObject,
exfil_96,s3:GetObject,
attacker_129,s3:DeleteObject,
attacker_268,iam:AttachUserPolicy,AccessDenied
user_183,logs:GetLogEvents,None
attacker_133,sts:AssumeRole,AccessDenied
user_21,iam:GetUser,
exfil_56,s3:GetObject,
user_324,sts:GetCallerIdentity,
exfil_61,s3:GetObject,
exfil_56,s3:GetObject,
user_335,s3:GetObject,None
exfil_153,s3:GetObject,
user_377,s3:PutObject,
user_152,rds:DescribeDBInstances,
suspicious_55,iam:CreateUser,AccessDenied
attacker_115,iam:CreateUser,AccessDenied
exfil_34,s3:GetObject,
attacker_191,iam:CreateUser,AccessDenied
exfil_88,s3:GetObject,
user_59,s3:PutObject,None
user_199,ec2:DescribeSecurityGroups,
exfil_17,s3:GetObject,
user_282,rds:DescribeDBInstances,
exfil_30,s3:GetObject,
user_76,cloudwatch:GetMetricData,
attacker_195,iam:CreateUser,AccessDenied
exfil_81,s3:GetObject,
user_81,cloudwatch:GetMetricData,None
attacker_107,iam:DeleteRole,
user_222,s3:GetObject,None
user_93,s3:PutObject,
attacker_240,iam:AttachUserPolicy,AccessDenied
attacker_253,iam:CreateUser,AccessDenied
exfil_153,s3:GetObject,
exfil_175,s3:GetObject,
user_120,iam:ListUsers,
exfil_125,s3:GetObject,
attacker_6,iam:AttachUserPolicy,AccessDenied
exfil_76,s3:GetObject,
exfil_81,s3:GetObject,
exfil_92,s3:GetObject,
user_91,iam:GetUser,
suspicious_39,iam:PutUserPolicy,
exfil_161,s3:GetObject,
user_345,cloudwatch:GetMetricData,None
exfil_197,s3:GetObject,
suspicious_86,ec2:DescribeInstances,AccessDenied
user_26,rds:DescribeDBInstances,
exfil_43,s3:GetObject,
exfil_139,s3:GetObject,
exfil_77,s3:GetObject,
user_11,logs:GetLogEvents,
user_359,ec2:DescribeInstances,
user_123,sts:GetCallerIdentity,None
user_111,s3:GetObject,
exfil_113,s3:GetObject,
user_376,s3:GetObject,
user_272,cloudwatch:GetMetricData,
user_337,s3:ListBucket,None
exfil_89,s3:GetObject,
exfil_191,s3:GetObject,
attacker_179,iam:DeleteUser,
attacker_97,iam:CreateUser,AccessDenied
exfil_127,s3:GetObject,
exfil_21,s3:GetObject,
suspicious_6,iam:CreateUser,
exfil_186,s3:GetObject,
user_170,iam:ListUsers,
attacker_297,sts:AssumeRole,AccessDenied
user_320,sts:GetCallerIdentity,None
exfil_169,s3:GetObject,
user_172,sts:GetCallerIdentity,
user_181,sts:GetCallerIdentity,
user_121,iam:GetUser,
user_355,cloudwatch:GetMetricData,None
exfil_191,s3:GetObject,
suspicious_54,cloudwatch:GetMetricData,AccessDenied
suspicious_79,iam:CreateUser,AccessDenied
attacker_238,iam:DeleteUser,
exfil_20,s3:GetObject,
exfil_95,s3:GetObject,
exfil_45,s3:GetObject,
exfil_49,s3:GetObject,
user_188,s3:ListBucket,
user_50,ec2:DescribeInstances,None
user_354,sts:GetCallerIdentity,
attacker_241,s3:DeleteObject,
user_233,ec2:DescribeSecurityGroups,
exfil_174,s3:GetObject,
user_262,cloudwatch:GetMetricData,
user_101,rds:DescribeDBInstances,
user_4,iam:ListUsers,
exfil_19,s3:GetObject,
attacker_32,iam:AttachUserPolicy,AccessDenied
exfil_51,s3:GetObject,
attacker_41,iam:DeleteUser,
exfil_90,s3:GetObject,
user_163,cloudwatch:GetMetricData,
user_245,rds:DescribeDBInstances,
exfil_80,s3:GetObject,
user_134,sts:GetCallerIdentity,
user_143,ec2:DescribeInstances,None
user_25,s3:ListBucket,
user_32,rds:DescribeDBInstances,
attacker_243,iam:DeleteUser,
user_77,s3:ListBucket,
attacker_226,s3:DeleteObject,
user_44,logs:GetLogEvents,
user_1,sts:GetCallerIdentity,None
exfil_84,s3:GetObject,
user_331,iam:ListUsers,None
attacker_68,iam:AttachUserPolicy,AccessDenied
exfil_61,s3:GetObject,
attacker_97,iam:DeleteRole,
user_390,s3:GetObject,
user_235,ec2:DescribeSecurityGroups,
exfil_8,s3:GetObject,
user_3,iam:ListUsers,
attacker_292,sts:AssumeRole,AccessDenied
exfil_127,s3:GetObject,
attacker_239,sts:AssumeRole,AccessDenied
user_256,iam:ListUsers,None
exfil_181,s3:GetObject,
user_97,ec2:DescribeInstances,
user_125,s3:PutObject,
exfil_22,s3:GetObject,
exfil_53,s3:GetObject,
attacker_88,iam:CreateUser,AccessDenied
attacker_47,iam:DeleteRole,
user_183,s3:GetObject,
user_209,ec2:DescribeInstances,
attacker_2,iam:AttachUserPolicy,AccessDenied
exfil_98,s3:GetObject,
attacker_174,iam:CreateUser,AccessDenied
exfil_79,s3:GetObject,
suspicious_57,s3:PutObject,AccessDenied
suspicious_66,ec2:DescribeInstances,AccessDenied
user_245,sts:GetCallerIdentity,None
exfil_199,s3:GetObject,
user_345,rds:DescribeDBInstances,
user_46,ec2:DescribeSecurityGroups,None
exfil_139,s3:GetObject,
suspicious_90,cloudwatch:GetMetricData,
user_136,ec2:DescribeSecurityGroups,
user_157,rds:DescribeDBInstances,
user_58,s3:GetObject,
attacker_150,sts:AssumeRole,AccessDenied
user_68,s3:PutObject,
exfil_181,s3:GetObject,
exfil_94,s3:GetObject,
exfil_144,s3:GetObject,
attacker_235,sts:AssumeRole,AccessDenied
user_179,iam:ListUsers,
user_62,iam:GetUser,
user_285,sts:GetCallerIdentity,
user_115,sts:GetCallerIdentity,
exfil_40,s3:GetObject,
exfil_110,s3:GetObject,
attacker_291,sts:AssumeRole,AccessDenied
attacker_182,iam:AttachUserPolicy,AccessDenied
attacker_237,iam:CreateUser,AccessDenied
user_319,iam:GetUser,None
exfil_4,s3:GetObject,
user_278,s3:PutObject,
user_144,iam:GetUser,
user_348,iam:GetUser,
user_142,logs:GetLogEvents,
user_20,sts:GetCallerIdentity,
user_16,logs:GetLogEvents,
exfil_131,s3:GetObject,
exfil_162,s3:GetObject,
user_393,logs:GetLogEvents,
suspicious_15,s3:GetObject,
exfil_178,s3:GetObject,
user_293,logs:GetLogEvents,None
user_241,iam:GetUser,
attacker_144,iam:DeleteUser,
user_178,lambda:ListFunctions,
user_208,rds:DescribeDBInstances,None
attacker_153,iam:AttachUserPolicy,AccessDenied
suspicious_9,s3:PutObject,AccessDenied
user_67,s3:ListBucket,
user_84,ec2:DescribeSecurityGroups,
exfil_87,s3:GetObject,
user_217,s3:ListBucket,None
attacker_113,iam:AttachUserPolicy,AccessDenied
user_82,s3:ListBucket,
exfil_110,s3:GetObject,
user_255,rds:DescribeDBInstances,
user_19,s3:GetObject,
exfil_123,s3:GetObject,
user_85,iam:ListUsers,
exfil_43,s3:GetObject,
user_250,s3:PutObject,
exfil_109,s3:GetObject,
user_357,s3:ListBucket,None
user_74,logs:GetLogEvents,
exfil_3,s3:GetObject,
exfil_114,s3:GetObject,
suspicious_4,s3:PutObject,AccessDenied
exfil_44,s3:GetObject,
user_150,ec2:DescribeInstances,
exfil_19,s3:GetObject,
exfil_55,s3:GetObject,
user_19,ec2:DescribeSecurityGroups,None
user_268,logs:GetLogEvents,
exfil_15,s3:GetObject,
exfil_9,s3:GetObject,
exfil_12,s3:GetObject,
attacker_84,sts:AssumeRole,AccessDenied
user_161,ec2:DescribeInstances,
exfil_111,s3:GetObject,
user_369,logs:GetLogEvents,
user_251,cloudwatch:GetMetricData,None
exfil_1,s3:GetObject,
exfil_149,s3:GetObject,
exfil_128,s3:GetObject,
user_9,lambda:ListFunctions,
user_352,rds:DescribeDBInstances,None
suspicious_6,s3:GetObject,
exfil_182,s3:GetObject,
user_357,rds:DescribeDBInstances,None
exfil_17,s3:GetObject,
exfil_21,s3:GetObject,
user_44,ec2:DescribeInstances,
user_83,ec2:DescribeSecurityGroups,None
attacker_12,sts:AssumeRole,AccessDenied
user_40,s3:ListBucket,
user_26,ec2:DescribeSecurityGroups,
user_357,sts:GetCallerIdentity,
exfil_121,s3:GetObject,
exfil_130,s3:GetObject,
attacker_295,iam:DeleteRole,
attacker_263,sts:AssumeRole,AccessDenied
user_200,s3:GetObject,
user_379,ec2:DescribeInstances,
attacker_181,sts:AssumeRole,AccessDenied
exfil_6,s3:GetObject,
exfil_190,s3:GetObject,
user_318,s3:ListBucket,None
user_195,s3:PutObject,
user_3,rds:DescribeDBInstances,
user_141,s3:GetObject,None
exfil_71,s3:GetObject,
user_319,logs:GetLogEvents,
exfil_53,s3:GetObject,
exfil_73,s3:GetObject,
user_124,s3:GetObject,
attacker_251,iam:AttachUserPolicy,AccessDenied
user_170,ec2:DescribeSecurityGroups,
exfil_174,s3:GetObject,
attacker_92,iam:DeleteRole,
exfil_129,s3:GetObject,
attacker_282,iam:CreateUser,AccessDenied
user_157,lambda:ListFunctions,
exfil_85,s3:GetObject,
attacker_186,iam:CreateUser,AccessDenied
attacker_136,iam:DeleteRole,
exfil_56,s3:GetObject,
attacker_141,iam:AttachUserPolicy,AccessDenied
exfil_118,s3:GetObject,
suspicious_81,s3:ListBucket,
exfil_23,s3:GetObject,
user_262,lambda:ListFunctions,None
exfil_114,s3:GetObject,
user_369,s3:GetObject,
exfil_74,s3:GetObject,
attacker_62,sts:AssumeRole,AccessDenied
attacker_160,iam:CreateUser,AccessDenied
exfil_141,s3:GetObject,
exfil_125,s3:GetObject,
exfil_54,s3:GetObject,
user_387,s3:ListBucket,
attacker_187,sts:AssumeRole,AccessDenied
user_319,iam:ListUsers,
user_75,s3:GetObject,
user_76,ec2:DescribeInstances,
exfil_37,s3:GetObject,
exfil_151,s3:GetObject,
exfil_131,s3:GetObject,
exfil_163,s3:GetObject,
exfil_19,s3:GetObject,
user_257,lambda:ListFunctions,
suspicious_83,ec2:DescribeSecurityGroups,
user_275,cloudwatch:GetMetricData,
user_15,s3:ListBucket,
user_126,iam:ListUsers,
exfil_110,s3:GetObject,
exfil_90,s3:GetObject,
user_250,rds:DescribeDBInstances,
exfil_91,s3:GetObject,
user_128,lambda:ListFunctions,
exfil_28,s3:GetObject,
suspicious_61,s3:PutObject,
user_324,logs:GetLogEvents,
user_37,s3:GetObject,None
exfil_161,s3:GetObject,
user_86,iam:GetUser,None
user_43,rds:DescribeDBInstances,None
attacker_296,iam:CreateUser,AccessDenied
exfil_74,s3:GetObject,
user_53,rds:DescribeDBInstances,
user_3,iam:ListUsers,
exfil_94,s3:GetObject,
user_76,s3:PutObject,
user_254,s3:GetObject,None
user_348,iam:ListUsers,
attacker_169,iam:AttachUserPolicy,AccessDenied
user_370,cloudwatch:GetMetricData,
attacker_277,s3:DeleteObject,
user_214,cloudwatch:GetMetricData,
attacker_255,iam:AttachUserPolicy,AccessDenied
user_258,ec2:DescribeInstances,
user_54,ec2:DescribeInstances,
user_322,s3:PutObject,
exfil_66,s3:GetObject,
exfil_19,s3:GetObject,
suspicious_44,iam:CreateUser,AccessDenied
exfil_159,s3:GetObject,
suspicious_60,iam:PutUserPolicy,
suspicious_80,s3:PutObject,AccessDenied
user_14,s3:ListBucket,
user_9,sts:GetCallerIdentity,
user_195,sts:GetCallerIdentity,None
attacker_74,iam:DeleteRole,
user_8,iam:ListUsers,
attacker_123,iam:AttachUserPolicy,AccessDenied
user_239,iam:GetUser,None
exfil_183,s3:GetObject,
exfil_24,s3:GetObject,
exfil_38,s3:GetObject,
user_253,s3:PutObject,None
exfil_122,s3:GetObject,
user_104,logs:GetLogEvents,
attacker_268,sts:AssumeRole,AccessDenied
suspicious_68,iam:AttachUserPolicy,AccessDenied
exfil_94,s3:GetObject,
exfil_54,s3:GetObject,
user_215,s3:ListBucket,None
attacker_44,iam:CreateUser,AccessDenied
user_374,cloudwatch:GetMetricData,
user_282,ec2:DescribeInstances,
attacker_228,s3:DeleteObject,
exfil_5,s3:GetObject,
user_364,cloudwatch:GetMetricData,
exfil_98,s3:GetObject,
suspicious_13,s3:GetObject,AccessDenied
exfil_73,s3:GetObject,
exfil_162,s3:GetObject,
user_141,rds:DescribeDBInstances,None
exfil_99,s3:GetObject,
exfil_112,s3:GetObject,
exfil_38,s3:GetObject,
exfil_150,s3:GetObject,
attacker_27,sts:AssumeRole,AccessDenied
exfil_49,s3:GetObject,
user_224,lambda:ListFunctions,
user_140,sts:GetCallerIdentity,
attacker_116,iam:AttachUserPolicy,AccessDenied
user_231,rds:DescribeDBInstances,
user_272,ec2:DescribeSecurityGroups,
user_121,ec2:DescribeInstances,
attacker_259,sts:AssumeRole,AccessDenied
user_367,s3:PutObject,
user_226,s3:PutObject,
exfil_11,s3:GetObject,
user_27,iam:ListUsers,None
exfil_144,s3:GetObject,
exfil_50,s3:GetObject,
attacker_166,iam:CreateUser,AccessDenied
user_234,logs:GetLogEvents,
user_240,ec2:DescribeSecurityGroups,
exfil_105,s3:GetObject,
user_320,iam:ListUsers,None
attacker_49,iam:CreateUser,AccessDenied
exfil_75,s3:GetObject,
user_13,iam:ListUsers,
exfil_101,s3:GetObject,
exfil_113,s3:GetObject,
user_21,s3:PutObject,None
attacker_121,s3:DeleteObject,
user_322,s3:ListBucket,
user_318,s3:PutObject,
attacker_272,iam:DeleteRole,
user_375,iam:GetUser,
attacker_201,sts:AssumeRole,AccessDenied
attacker_63,iam:CreateUser,AccessDenied
exfil_30,s3:GetObject,
user_167,iam:GetUser,
exfil_106,s3:GetObject,
exfil_25,s3:GetObject,
user_225,ec2:DescribeSecurityGroups,
exfil_122,s3:GetObject,
user_351,cloudwatch:GetMetricData,
user_1,s3:PutObject,None
user_104,cloudwatch:GetMetricData,
exfil_29,s3:GetObject,
exfil_59,s3:GetObject,
user_201,logs:GetLogEvents,
exfil_180,s3:GetObject,
exfil_144,s3:GetObject,
attacker_2,iam:DeleteRole,
user_208,iam:ListUsers,None
attacker_16,iam:AttachUserPolicy,AccessDenied
user_398,s3:GetObject,
attacker_25,iam:DeleteRole,
user_253,logs:GetLogEvents,
user_31,rds:DescribeDBInstances,None
attacker_176,iam:CreateUser,AccessDenied
user_315,s3:GetObject,None
user_295,rds:DescribeDBInstances,
exfil_181,s3:GetObject,
exfil_99,s3:GetObject,
user_3,sts:GetCallerIdentity,None
user_36,s3:GetObject,
user_163,cloudwatch:GetMetricData,
user_304,sts:GetCallerIdentity,
attacker_149,iam:CreateUser,AccessDenied
user_270,iam:GetUser,
exfil_181,s3:GetObject,
attacker_35,iam:CreateUser,AccessDenied
exfil_135,s3:GetObject,
exfil_1,s3:GetObject,
user_318,rds:DescribeDBInstances,None
exfil_115,s3:GetObject,
exfil_130,s3:GetObject,
suspicious_4,ec2:DescribeSecurityGroups,AccessDenied
attacker_152,sts:AssumeRole,AccessDenied
user_141,ec2:DescribeSecurityGroups,
user_79,lambda:ListFunctions,
user_45,sts:GetCallerIdentity,
attacker_9,iam:CreateUser,AccessDenied
attacker_36,iam:AttachUserPolicy,AccessDenied
user_255,logs:GetLogEvents,None
user_244,lambda:ListFunctions,
exfil_72,s3:GetObject,
user_19,s3:ListBucket,
user_136,s3:ListBucket,None
user_128,s3:PutObject,None
exfil_79,s3:GetObject,
user_72,iam:ListUsers,
exfil_116,s3:GetObject,
exfil_47,s3:GetObject,
user_23,cloudwatch:GetMetricData,None
user_37,iam:ListUsers,
exfil_64,s3:GetObject,
attacker_224,s3:DeleteObject,
suspicious_54,iam:PutUserPolicy,AccessDenied
attacker_169,iam:CreateUser,AccessDenied
attacker_192,sts:AssumeRole,AccessDenied
exfil_101,s3:GetObject,
exfil_165,s3:GetObject,
user_203,ec2:DescribeInstances,
user_28,lambda:ListFunctions,None
attacker_44,iam:AttachUserPolicy,AccessDenied
user_296,s3:ListBucket,
attacker_35,iam:DeleteRole,
user_108,s3:PutObject,
suspicious_65,ec2:DescribeSecurityGroups,AccessDenied
attacker_287,s3:DeleteObject,
suspicious_86,iam:AttachUserPolicy,AccessDenied
user_294,s3:PutObject,
user_218,rds:DescribeDBInstances,
exfil_118,s3:GetObject,
exfil_45,s3:GetObject,
user_82,lambda:ListFunctions,
user_17,rds:DescribeDBInstances,None
attacker_108,sts:AssumeRole,AccessDenied
user_195,logs:GetLogEvents,
user_53,iam:GetUser,
exfil_147,s3:GetObject,
user_359,lambda:ListFunctions,
user_385,sts:GetCallerIdentity,
attacker_180,iam:AttachUserPolicy,AccessDenied
user_70,logs:GetLogEvents,
suspicious_50,cloudwatch:GetMetricData,AccessDenied
exfil_127,s3:GetObject,
user_64,s3:GetObject,None
user_250,ec2:DescribeSecurityGroups,
user_124,s3:GetObject,
user_386,iam:GetUser,
exfil_89,s3:GetObject,
user_129,ec2:DescribeInstances,
exfil_34,s3:GetObject,
exfil_51,s3:GetObject,
user_277,iam:ListUsers,
attacker_98,iam:DeleteUser,
user_233,logs:GetLogEvents,None
user_370,iam:ListUsers,
exfil_104,s3:GetObject,
user_303,iam:ListUsers,
user_65,s3:ListBucket,
exfil_110,s3:GetObject,
exfil_112,s3:GetObject,
attacker_170,sts:AssumeRole,AccessDenied
exfil_36,s3:GetObject,
suspicious_37,s3:PutObject,
user_75,iam:GetUser,None
user_293,s3:GetObject,
exfil_199,s3:GetObject,
user_370,s3:ListBucket,
exfil_84,s3:GetObject,
user_291,cloudwatch:GetMetricData,None
exfil_113,s3:GetObject,
attacker_164,iam:CreateUser,AccessDenied
attacker_43,sts:AssumeRole,AccessDenied
exfil_123,s3:GetObject,
exfil_5,s3:GetObject,
suspicious_42,s3:GetObject,
attacker_179,iam:CreateUser,AccessDenied
attacker_20,sts:AssumeRole,AccessDenied
attacker_241,iam:CreateUser,AccessDenied
user_385,rds:DescribeDBInstances,
exfil_36,s3:GetObject,
attacker_104,iam:DeleteRole,
exfil_56,s3:GetObject,
exfil_153,s3:GetObject,
suspicious_32,s3:GetObject,
attacker_108,iam:DeleteRole,
user_104,cloudwatch:GetMetricData,None
exfil_124,s3:GetObject,
attacker_232,iam:CreateUser,AccessDenied
user_185,s3:ListBucket,
user_268,s3:ListBucket,
exfil_178,s3:GetObject,
user_381,ec2:DescribeSecurityGroups,
user_121,s3:PutObject,
user_284,sts:GetCallerIdentity,
exfil_9,s3:GetObject,
user_191,lambda:ListFunctions,
user_318,s3:GetObject,
user_158,iam:ListUsers,
exfil_153,s3:GetObject,
suspicious_11,iam:CreateUser,AccessDenied
user_235,lambda:ListFunctions,None
exfil_145,s3:GetObject,
exfil_101,s3:GetObject,
user_106,cloudwatch:GetMetricData,
attacker_102,sts:AssumeRole,AccessDenied
user_305,ec2:DescribeSecurityGroups,None
exfil_53,s3:GetObject,
user_267,ec2:DescribeSecurityGroups,None
user_157,s3:ListBucket,
attacker_293,sts:AssumeRole,AccessDenied
suspicious_65,ec2:DescribeInstances,AccessDenied
user_383,rds:DescribeDBInstances,
exfil_68,s3:GetObject,
user_114,ec2:DescribeInstances,
suspicious_47,s3:PutObject,
exfil_134,s3:GetObject,
exfil_191,s3:GetObject,
user_9,s3:PutObject,
exfil_8,s3:GetObject,
user_87,rds:DescribeDBInstances,
attacker_164,sts:AssumeRole,AccessDenied
exfil_78,s3:GetObject,
user_11,sts:GetCallerIdentity,None
exfil_109,s3:GetObject,
user_314,cloudwatch:GetMetricData,None
attacker_121,iam:CreateUser,AccessDenied
exfil_176,s3:GetObject,
user_54,ec2:DescribeSecurityGroups,
attacker_153,iam:CreateUser,AccessDenied
exfil_193,s3:GetObject,
attacker_36,iam:CreateUser,AccessDenied
attacker_15,iam:AttachUserPolicy,AccessDenied
exfil_4,s3:GetObject,
attacker_112,sts:AssumeRole,AccessDenied
user_16,iam:GetUser,
user_128,s3:PutObject,
attacker_71,sts:AssumeRole,AccessDenied
attacker_159,iam:AttachUserPolicy,AccessDenied
attacker_209,iam:CreateUser,AccessDenied
exfil_55,s3:GetObject,
user_387,s3:GetObject,None
exfil_194,s3:GetObject,
user_305,iam:GetUser,
suspicious_72,cloudwatch:GetMetricData,
attacker_0,iam:DeleteUser,
exfil_164,s3:GetObject,
user_207,lambda:ListFunctions,None
attacker_225,s3:DeleteObject,
exfil_23,s3:GetObject,
suspicious_71,s3:PutObject,AccessDenied
exfil_123,s3:GetObject,
user_2,sts:GetCallerIdentity,
user_348,cloudwatch:GetMetricData,
user_133,ec2:DescribeSecurityGroups,
exfil_181,s3:GetObject,
exfil_197,s3:GetObject,
attacker_212,iam:DeleteUser,
suspicious_94,s3:PutObject,
attacker_248,s3:DeleteObject,
user_286,s3:PutObject,
attacker_169,sts:AssumeRole,AccessDenied
user_380,lambda:ListFunctions,
user_235,iam:GetUser,
user_310,logs:GetLogEvents,
attacker_20,iam:AttachUserPolicy,AccessDenied
suspicious_15,iam:AttachUserPolicy,
user_119,s3:GetObject,None
user_129,rds:DescribeDBInstances,
user_113,iam:GetUser,
attacker_109,sts:AssumeRole,AccessDenied
exfil_75,s3:GetObject,
attacker_265,iam:AttachUserPolicy,AccessDenied
attacker_114,iam:DeleteUser,
user_268,cloudwatch:GetMetricData,
attacker_239,iam:AttachUserPolicy,AccessDenied
exfil_167,s3:GetObject,
attacker_72,sts:AssumeRole,AccessDenied
attacker_105,iam:AttachUserPolicy,AccessDenied
exfil_16,s3:GetObject,
user_168,lambda:ListFunctions,
exfil_77,s3:GetObject,
attacker_160,sts:AssumeRole,AccessDenied
user_79,iam:ListUsers,
exfil_179,s3:GetObject,
exfil_39,s3:GetObject,
user_115,s3:PutObject,None
exfil_185,s3:GetObject,
user_108,cloudwatch:GetMetricData,
user_167,iam:ListUsers,None
user_325,ec2:DescribeInstances,
exfil_18,s3:GetObject,
exfil_74,s3:GetObject,
exfil_111,s3:GetObject,
user_87,ec2:DescribeInstances,
attacker_75,iam:AttachUserPolicy,AccessDenied
user_14,s3:PutObject,None
user_315,iam:GetUser,
user_79,ec2:DescribeInstances,
user_248,s3:ListBucket,
user_369,sts:GetCallerIdentity,
exfil_152,s3:GetObject,
user_144,cloudwatch:GetMetricData,
exfil_183,s3:GetObject,
attacker_16,iam:CreateUser,AccessDenied
user_167,rds:DescribeDBInstances,
attacker_30,iam:CreateUser,AccessDenied
user_371,logs:GetLogEvents,
exfil_67,s3:GetObject,
user_328,sts:GetCallerIdentity,None
attacker_180,iam:DeleteUser,
user_70,rds:DescribeDBInstances,
exfil_128,s3:GetObject,
attacker_274,iam:DeleteUser,
exfil_27,s3:GetObject,
user_206,s3:GetObject,
attacker_199,iam:CreateUser,AccessDenied
user_129,lambda:ListFunctions,
exfil_129,s3:GetObject,
attacker_184,iam:AttachUserPolicy,AccessDenied
exfil_103,s3:GetObject,
user_203,cloudwatch:GetMetricData,
exfil_141,s3:GetObject,
exfil_116,s3:GetObject,
user_36,lambda:ListFunctions,
user_19,sts:GetCallerIdentity,None
exfil_22,s3:GetObject,
exfil_101,s3:GetObject,
user_360,lambda:ListFunctions,None
user_150,cloudwatch:GetMetricData,
exfil_189,s3:GetObject,
user_270,rds:DescribeDBInstances,
user_103,iam:ListUsers,
exfil_19,s3:GetObject,
user_52,lambda:ListFunctions,
user_301,ec2:DescribeInstances,
user_95,s3:PutObject,
user_366,ec2:DescribeInstances,
user_355,iam:ListUsers,
exfil_122,s3:GetObject,
exfil_161,s3:GetObject,
attacker_193,iam:DeleteRole,
user_289,iam:ListUsers,
suspicious_44,s3:ListBucket,AccessDenied
suspicious_63,s3:GetObject,
user_378,sts:GetCallerIdentity,
user_331,lambda:ListFunctions,None
exfil_153,s3:GetObject,
user_369,logs:GetLogEvents,
user_126,rds:DescribeDBInstances,
user_396,cloudwatch:GetMetricData,
user_350,ec2:DescribeInstances,None
user_49,logs:GetLogEvents,
suspicious_90,iam:AttachUserPolicy,AccessDenied
attacker_53,iam:CreateUser,AccessDenied
user_51,s3:ListBucket,
attacker_171,iam:CreateUser,AccessDenied
user_209,s3:ListBucket,
attacker_160,iam:AttachUserPolicy,AccessDenied
exfil_186,s3:GetObject,
user_81,ec2:DescribeInstances,
attacker_95,s3:DeleteObject,
exfil_136,s3:GetObject,
exfil_20,s3:GetObject,
user_203,ec2:DescribeSecurityGroups,
user_246,iam:ListUsers,
exfil_66,s3:GetObject,
exfil_153,s3:GetObject,
attacker_138,iam:AttachUserPolicy,AccessDenied
exfil_98,s3:GetObject,
exfil_81,s3:GetObject,
exfil_35,s3:GetObject,
attacker_11,iam:AttachUserPolicy,AccessDenied
exfil_105,s3:GetObject,
exfil_179,s3:GetObject,
attacker_235,iam:CreateUser,AccessDenied
user_282,s3:GetObject,None
exfil_57,s3:GetObject,
exfil_176,s3:GetObject,
user_399,rds:DescribeDBInstances,
user_221,lambda:ListFunctions,
user_304,s3:PutObject,
user_273,sts:GetCallerIdentity,
exfil_114,s3:GetObject,
user_276,ec2:DescribeInstances,
exfil_79,s3:GetObject,
exfil_111,s3:GetObject,
user_326,ec2:DescribeInstances,
user_82,ec2:DescribeInstances,
exfil_128,s3:GetObject,
user_243,rds:DescribeDBInstances,
exfil_130,s3:GetObject,
exfil_110,s3:GetObject,
user_142,s3:GetObject,
user_356,ec2:DescribeInstances,
user_81,sts:GetCallerIdentity,
attacker_41,s3:DeleteObject,
user_204,ec2:DescribeInstances,
exfil_90,s3:GetObject,
user_58,lambda:ListFunctions,
user_285,logs:GetLogEvents,
user_1,sts:GetCallerIdentity,
user_155,sts:GetCallerIdentity,
suspicious_12,s3:PutObject,AccessDenied
user_203,sts:GetCallerIdentity,
attacker_251,sts:AssumeRole,AccessDenied
exfil_114,s3:GetObject,
user_301,sts:GetCallerIdentity,
exfil_105,s3:GetObject,
user_195,s3:GetObject,None
exfil_104,s3:GetObject,
attacker_93,iam:CreateUser,AccessDenied
user_9,s3:ListBucket,None
exfil_199,s3:GetObject,
exfil_113,s3:GetObject,
suspicious_82,iam:AttachUserPolicy,
exfil_104,s3:GetObject,
exfil_66,s3:GetObject,
user_168,s3:GetObject,
attacker_101,s3:DeleteObject,
exfil_49,s3:GetObject,
exfil_29,s3:GetObject,
attacker_289,sts:AssumeRole,AccessDenied
exfil_67,s3:GetObject,
user_341,ec2:DescribeSecurityGroups,
user_334,ec2:DescribeSecurityGroups,
user_280,s3:ListBucket,
attacker_254,iam:AttachUserPolicy,AccessDenied
suspicious_40,s3:ListBucket,AccessDenied
exfil_130,s3:GetObject,
exfil_168,s3:GetObject,
exfil_139,s3:GetObject,
attacker_184,iam:CreateUser,AccessDenied
attacker_78,iam:CreateUser,AccessDenied
user_89,iam:GetUser,
user_317,sts:GetCallerIdentity,
user_5,s3:PutObject,None
user_155,s3:PutObject,None
user_61,sts:GetCallerIdentity,
